,SOI,window_size,up_z,low_z,1000_today,inc_per_share,avg_p_change,days_per_hold,trades_per_year,earnings_per_year
313,nbl_adj,56.0,2.04,2.86,1158.93914924,2.9019546,0.0993049868432,78.9,3.61102505208,0.103324514457
61,ben_adj,136.0,2.64,3.26,1135.69500211,5.1503588,0.101269064694,275.6,1.54608562691,0.101914172664
31,amg_adj,49.0,2.16,2.72,1227.8954638,33.4285294,0.0857417469519,96.0,2.97254007417,0.0882241228336
142,dva_adj,31.0,2.92,2.1,1142.06769895,8.7390002,0.0861862872941,384.825,0.954486781756,0.0834497391203
56,bbby_adj,111.0,2.56,3.2,1096.73893207,5.8526469,0.0752505309442,156.9,2.56333231049,0.0764205060822
450,vfc_adj,40.0,2.2,2.46,1365.63748209,16.600684,0.0732356032596,92.2654761905,3.09318037748,0.0749477626466
182,fls_adj,24.0,2.24,2.76,1252.07553256,12.9176781,0.071548515161,79.6425,4.1273174972,0.0733879813599
336,orly_adj,10.0,2.14,2.08,1497.54226046,70.382006,0.0545789226379,64.0635818593,7.40369310275,0.0557735233446
360,prgo_adj,20.0,2.14,3.02,1020.25569127,-3.8160762,0.0528735622451,40.1116666667,6.70274285292,0.0549984265132
436,uaa_adj,18.0,2.6,1.94,335.860704068,-6.6907495,0.052578498815,187.272619048,2.42631067189,0.0522443905377
402,srcl_adj,38.0,1.98,2.6,1252.3381668,25.4230026,0.0440107805172,78.3633333333,3.76000937396,0.0446889190511
304,mro_adj,52.0,2.46,2.84,1026.4487849,2.350698,0.0425999627347,150.55,2.04913536013,0.0428994988858
261,lb_adj,20.0,2.08,2.38,1117.88162279,5.6368974,0.0327931361931,73.4741666666,4.17093863552,0.0332154239388
399,spg_adj,13.0,1.94,2.56,854.042445075,-15.1709454,0.0222008297757,33.3830745342,13.235702297,0.0233618922107
425,trip_adj,28.0,1.86,2.66,1157.61918187,10.6930008,0.0192538933719,42.3453972794,7.16180855561,0.0194420992793
187,fti_adj,104.0,2.06,2.22,1025.81258614,0.1179994,0.0119771388238,166.04125,3.19292210638,0.0120316527058
377,rig_adj,75.0,2.22,2.32,878.586420405,-4.5825302,-0.00476170799161,123.331666667,3.25457955427,-0.004679365939
191,gild_adj,12.0,2.06,1.98,0.0,-16.8816828,-0.0146529073907,70.6264788398,5.26746129607,-0.0145582629173
428,tsco_adj,27.0,2.06,2.48,485.172464102,-22.2418194,-0.0209215191799,59.883531746,5.19075674528,-0.020506337432
284,mat_adj,63.0,2.44,2.5,391.241357592,-6.4975008,-0.0252739511822,223.780967124,4.47321489837,-0.0251679350323
250,kim_adj,17.0,1.98,1.98,116.729422662,-15.2072871,-0.0368768825964,50.2930273351,6.71012099979,-0.036188066141
